Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value
575200.0,0.0,575200.0,0.0,575200.0,0.0,575200.0,0.09999999659999999,575200.0,0.0,575200.0,0.0,575200.0,0.5199996360000003,575200.0,0.0,575200.0,0.0,575200.0,0.0,575200.0,0.0,575200.0,0.0
575400.0,0.0,575400.0,0.0,575400.0,0.0,575400.0,0.09999999659999999,575400.0,0.0,575400.0,0.0,575400.0,0.5199996360000003,575400.0,0.0,575400.0,0.0,575400.0,0.0,575400.0,0.0,575400.0,0.0
575600.0,0.0,575600.0,0.0,575600.0,0.0,575600.0,0.09999999659999999,575600.0,0.0,575600.0,0.0,575600.0,0.5199996360000003,575600.0,0.0,575600.0,0.0,575600.0,0.0,575600.0,0.0,575600.0,0.0
575800.0,0.0,575800.0,0.0,575800.0,0.0,575800.0,0.09999999659999999,575800.0,0.0,575800.0,0.0,575800.0,0.5199996360000003,575800.0,0.0,575800.0,0.0,575800.0,0.0,575800.0,0.0,575800.0,0.0
576000.0,0.0,576000.0,0.0,576000.0,0.0,576000.0,0.09999999659999999,576000.0,0.0,576000.0,0.0,576000.0,0.5199996360000003,576000.0,0.0,576000.0,0.0,576000.0,0.0,576000.0,0.0,576000.0,0.0
576200.0,0.0,576200.0,0.0,576200.0,0.0,576200.0,0.09999999659999999,576200.0,0.0,576200.0,0.0,576200.0,0.5199996360000003,576200.0,0.0,576200.0,0.0,576200.0,0.0,576200.0,0.0,576200.0,0.0
576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.09999999659999999,576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.0,576400.0,0.0
576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.09999999659999999,576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.0,576600.0,0.0
576800.0,0.0,576800.0,0.0,576800.0,0.0,576800.0,0.09999999659999999,576800.0,0.0,576800.0,0.0,576800.0,0.5199996360000003,576800.0,0.0,576800.0,0.0,576800.0,0.0,576800.0,0.0,576800.0,0.0
577000.0,0.0,577000.0,0.0,577000.0,0.0,577000.0,0.09999999659999999,577000.0,0.0,577000.0,0.0,577000.0,0.5199996360000003,577000.0,0.0,577000.0,0.0,577000.0,0.0,577000.0,0.0,577000.0,0.0
577200.0,0.0,577200.0,0.0,577200.0,0.0,577200.0,0.09999999659999999,577200.0,0.0,577200.0,0.0,577200.0,0.5199996360000003,577200.0,0.0,577200.0,0.0,577200.0,0.0,577200.0,0.0,577200.0,0.0
577400.0,0.0,577400.0,0.0,577400.0,0.0,577400.0,0.09999999659999999,577400.0,0.0,577400.0,0.0,577400.0,0.5199996360000003,577400.0,0.0,577400.0,0.0,577400.0,0.0,577400.0,0.0,577400.0,0.0
577600.0,0.0,577600.0,0.0,577600.0,0.0,577600.0,0.09999999659999999,577600.0,0.0,577600.0,0.0,577600.0,0.5199996360000003,577600.0,0.0,577600.0,0.0,577600.0,0.0,577600.0,0.0,577600.0,0.0
577800.0,0.0,577800.0,0.0,577800.0,0.0,577800.0,0.09999999659999999,577800.0,0.0,577800.0,0.0,577800.0,0.5199996360000003,577800.0,0.0,577800.0,0.0,577800.0,0.0,577800.0,0.0,577800.0,0.0
578000.0,0.0,578000.0,0.0,578000.0,0.0,578000.0,0.09999999659999999,578000.0,0.0,578000.0,0.0,578000.0,0.5199996360000003,578000.0,0.0,578000.0,0.0,578000.0,0.0,578000.0,0.0,578000.0,0.0
578200.0,0.0,578200.0,0.0,578200.0,0.0,578200.0,0.09999999659999999,578200.0,0.0,578200.0,0.0,578200.0,0.5199996360000003,578200.0,0.0,578200.0,0.0,578200.0,0.0,578200.0,0.0,578200.0,0.0
578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.09999999659999999,578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.0,578400.0,0.0
578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.09999999659999999,578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.0,578600.0,0.0
578800.0,0.0,578800.0,0.0,578800.0,0.0,578800.0,0.09999999659999999,578800.0,0.0,578800.0,0.0,578800.0,0.5199996360000003,578800.0,0.0,578800.0,0.0,578800.0,0.0,578800.0,0.0,578800.0,0.0
579000.0,0.0,579000.0,0.0,579000.0,0.0,579000.0,0.09999999659999999,579000.0,0.0,579000.0,0.0,579000.0,0.5199996360000003,579000.0,0.0,579000.0,0.0,579000.0,0.0,579000.0,0.0,579000.0,0.0
579200.0,0.0,579200.0,0.0,579200.0,0.0,579200.0,0.09999999659999999,579200.0,0.0,579200.0,0.0,579200.0,0.5199996360000003,579200.0,0.0,579200.0,0.0,579200.0,0.0,579200.0,0.0,579200.0,0.0
579400.0,0.0,579400.0,0.0,579400.0,0.0,579400.0,0.09999999659999999,579400.0,0.0,579400.0,0.0,579400.0,0.5199996360000003,579400.0,0.0,579400.0,0.0,579400.0,0.0,579400.0,0.0,579400.0,0.0
579600.0,0.0,579600.0,0.0,579600.0,0.0,579600.0,0.09999999659999999,579600.0,0.0,579600.0,0.0,579600.0,0.5199996360000003,579600.0,0.0,579600.0,0.0,579600.0,0.0,579600.0,0.0,579600.0,0.0
579800.0,0.0,579800.0,0.0,579800.0,0.0,579800.0,0.09999999659999999,579800.0,0.0,579800.0,0.0,579800.0,0.5199996360000003,579800.0,0.0,579800.0,0.0,579800.0,0.0,579800.0,0.0,579800.0,0.0
580000.0,0.0,580000.0,0.0,580000.0,0.0,580000.0,0.09999999659999999,580000.0,0.0,580000.0,0.0,580000.0,0.5199996360000003,580000.0,0.0,580000.0,0.0,580000.0,0.0,580000.0,0.0,580000.0,0.0
580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.09999999659999999,580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.0,580200.0,0.0
580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.09999999659999999,580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.0,580400.0,0.0
580600.0,0.0,580600.0,0.0,580600.0,0.0,580600.0,0.09999999659999999,580600.0,0.0,580600.0,0.0,580600.0,0.5199996360000003,580600.0,0.0,580600.0,0.0,580600.0,0.0,580600.0,0.0,580600.0,0.0
580800.0,0.0,580800.0,0.0,580800.0,0.0,580800.0,0.09999999659999999,580800.0,0.0,580800.0,0.0,580800.0,0.5199996360000003,580800.0,0.0,580800.0,0.0,580800.0,0.0,580800.0,0.0,580800.0,0.0
581000.0,0.0,581000.0,0.0,581000.0,0.0,581000.0,0.09999999659999999,581000.0,0.0,581000.0,0.0,581000.0,0.5199996360000003,581000.0,0.0,581000.0,0.0,581000.0,0.0,581000.0,0.0,581000.0,0.0
581200.0,0.0,581200.0,0.0,581200.0,0.0,581200.0,0.09999999659999999,581200.0,0.0,581200.0,0.0,581200.0,0.5199996360000003,581200.0,0.0,581200.0,0.0,581200.0,0.0,581200.0,0.0,581200.0,0.0
581400.0,0.0,581400.0,0.0,581400.0,0.0,581400.0,0.09999999659999999,581400.0,0.0,581400.0,0.0,581400.0,0.5199996360000003,581400.0,0.0,581400.0,0.0,581400.0,0.0,581400.0,0.0,581400.0,0.0
581600.0,0.0,581600.0,0.0,581600.0,0.0,581600.0,0.09999999659999999,581600.0,0.0,581600.0,0.0,581600.0,0.5199996360000003,581600.0,0.0,581600.0,0.0,581600.0,0.0,581600.0,0.0,581600.0,0.0
581800.0,0.0,581800.0,0.0,581800.0,0.0,581800.0,0.09999999659999999,581800.0,0.0,581800.0,0.0,581800.0,0.5199996360000003,581800.0,0.0,581800.0,0.0,581800.0,0.0,581800.0,0.0,581800.0,0.0
582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.09999999659999999,582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.0,582000.0,0.0
582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.09999999659999999,582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.0,582200.0,0.0
582400.0,0.0,582400.0,0.0,582400.0,0.0,582400.0,0.09999999659999999,582400.0,0.0,582400.0,0.0,582400.0,0.5199996360000003,582400.0,0.0,582400.0,0.0,582400.0,0.0,582400.0,0.0,582400.0,0.0
582600.0,0.0,582600.0,0.0,582600.0,0.0,582600.0,0.09999999659999999,582600.0,0.0,582600.0,0.0,582600.0,0.5199996360000003,582600.0,0.0,582600.0,0.0,582600.0,0.0,582600.0,0.0,582600.0,0.0
582800.0,0.0,582800.0,0.0,582800.0,0.0,582800.0,0.09999999659999999,582800.0,0.0,582800.0,0.0,582800.0,0.5199996360000003,582800.0,0.0,582800.0,0.0,582800.0,0.0,582800.0,0.0,582800.0,0.0
583000.0,0.0,583000.0,0.0,583000.0,0.0,583000.0,0.09999999659999999,583000.0,0.0,583000.0,0.0,583000.0,0.5199996360000003,583000.0,0.0,583000.0,0.0,583000.0,0.0,583000.0,0.0,583000.0,0.0
583200.0,0.0,583200.0,0.0,583200.0,0.0,583200.0,0.09999999659999999,583200.0,0.0,583200.0,0.0,583200.0,0.5199996360000003,583200.0,0.0,583200.0,0.0,583200.0,0.0,583200.0,0.0,583200.0,0.0
583400.0,0.0,583400.0,0.0,583400.0,0.0,583400.0,0.09999999659999999,583400.0,0.0,583400.0,0.0,583400.0,0.5199996360000003,583400.0,0.0,583400.0,0.0,583400.0,0.0,583400.0,0.0,583400.0,0.0
583600.0,0.0,583600.0,0.0,583600.0,0.0,583600.0,0.09999999659999999,583600.0,0.0,583600.0,0.0,583600.0,0.5199996360000003,583600.0,0.0,583600.0,0.0,583600.0,0.0,583600.0,0.0,583600.0,0.0
583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.09999999659999999,583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.0,583800.0,0.0
584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.09999999659999999,584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.0,584000.0,0.0
584200.0,0.0,584200.0,0.0,584200.0,0.0,584200.0,0.09999999659999999,584200.0,0.0,584200.0,0.0,584200.0,0.5199996360000003,584200.0,0.0,584200.0,0.0,584200.0,0.0,584200.0,0.0,584200.0,0.0
584400.0,0.0,584400.0,0.0,584400.0,0.0,584400.0,0.09999999659999999,584400.0,0.0,584400.0,0.0,584400.0,0.5199996360000003,584400.0,0.0,584400.0,0.0,584400.0,0.0,584400.0,0.0,584400.0,0.0
584600.0,0.0,584600.0,0.0,584600.0,0.0,584600.0,0.09999999659999999,584600.0,0.0,584600.0,0.0,584600.0,0.5199996360000003,584600.0,0.0,584600.0,0.0,584600.0,0.0,584600.0,0.0,584600.0,0.0
584800.0,0.0,584800.0,0.0,584800.0,0.0,584800.0,0.09999999659999999,584800.0,0.0,584800.0,0.0,584800.0,0.5199996360000003,584800.0,0.0,584800.0,0.0,584800.0,0.0,584800.0,0.0,584800.0,0.0
585000.0,0.0,585000.0,0.0,585000.0,0.0,585000.0,0.09999999659999999,585000.0,0.0,585000.0,0.0,585000.0,0.5199996360000003,585000.0,0.0,585000.0,0.0,585000.0,0.0,585000.0,0.0,585000.0,0.0
585200.0,0.0,585200.0,0.0,585200.0,0.0,585200.0,0.09999999659999999,585200.0,0.0,585200.0,0.0,585200.0,0.5199996360000003,585200.0,0.0,585200.0,0.0,585200.0,0.0,585200.0,0.0,585200.0,0.0
585400.0,0.0,585400.0,0.0,585400.0,0.0,585400.0,0.09999999659999999,585400.0,0.0,585400.0,0.0,585400.0,0.5199996360000003,585400.0,0.0,585400.0,0.0,585400.0,0.0,585400.0,0.0,585400.0,0.0
585600.0,0.0,585600.0,0.0,585600.0,0.0,585600.0,0.09999999659999999,585600.0,0.0,585600.0,0.0,585600.0,0.5199996360000003,585600.0,0.0,585600.0,0.0,585600.0,0.0,585600.0,0.0,585600.0,0.0
585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.09999999659999999,585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.0,585800.0,0.0
586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.09999999659999999,586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.0,586000.0,0.0
586200.0,0.0,586200.0,0.0,586200.0,0.0,586200.0,0.09999999659999999,586200.0,0.0,586200.0,0.0,586200.0,0.5199996360000003,586200.0,0.0,586200.0,0.0,586200.0,0.0,586200.0,0.0,586200.0,0.0
586400.0,0.0,586400.0,0.0,586400.0,0.0,586400.0,0.09999999659999999,586400.0,0.0,586400.0,0.0,586400.0,0.5199996360000003,586400.0,0.0,586400.0,0.0,586400.0,0.0,586400.0,0.0,586400.0,0.0
586600.0,0.0,586600.0,0.0,586600.0,0.0,586600.0,0.09999999659999999,586600.0,0.0,586600.0,0.0,586600.0,0.5199996360000003,586600.0,0.0,586600.0,0.0,586600.0,0.0,586600.0,0.0,586600.0,0.0
586800.0,0.0,586800.0,0.0,586800.0,0.0,586800.0,0.09999999659999999,586800.0,0.0,586800.0,0.0,586800.0,0.5199996360000003,586800.0,0.0,586800.0,0.0,586800.0,0.0,586800.0,0.0,586800.0,0.0
587000.0,0.0,587000.0,0.0,587000.0,0.0,587000.0,0.09999999659999999,587000.0,0.0,587000.0,0.0,587000.0,0.5199996360000003,587000.0,0.0,587000.0,0.0,587000.0,0.0,587000.0,0.0,587000.0,0.0
587200.0,0.0,587200.0,0.0,587200.0,0.0,587200.0,0.09999999659999999,587200.0,0.0,587200.0,0.0,587200.0,0.5199996360000003,587200.0,0.0,587200.0,0.0,587200.0,0.0,587200.0,0.0,587200.0,0.0
587400.0,0.0,587400.0,0.0,587400.0,0.0,587400.0,0.09999999659999999,587400.0,0.0,587400.0,0.0,587400.0,0.5199996360000003,587400.0,0.0,587400.0,0.0,587400.0,0.0,587400.0,0.0,587400.0,0.0
587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.09999999659999999,587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.0,587600.0,0.0
587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.09999999659999999,587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.0,587800.0,0.0
588000.0,0.0,588000.0,0.0,588000.0,0.0,588000.0,0.09999999659999999,588000.0,0.0,588000.0,0.0,588000.0,0.5199996360000003,588000.0,0.0,588000.0,0.0,588000.0,0.0,588000.0,0.0,588000.0,0.0
588200.0,0.0,588200.0,0.0,588200.0,0.0,588200.0,0.09999999659999999,588200.0,0.0,588200.0,0.0,588200.0,0.5199996360000003,588200.0,0.0,588200.0,0.0,588200.0,0.0,588200.0,0.0,588200.0,0.0
588400.0,0.0,588400.0,0.0,588400.0,0.0,588400.0,0.09999999659999999,588400.0,0.0,588400.0,0.0,588400.0,0.5199996360000003,588400.0,0.0,588400.0,0.0,588400.0,0.0,588400.0,0.0,588400.0,0.0
588600.0,0.0,588600.0,0.0,588600.0,0.0,588600.0,0.09999999659999999,588600.0,0.0,588600.0,0.0,588600.0,0.5199996360000003,588600.0,0.0,588600.0,0.0,588600.0,0.0,588600.0,0.0,588600.0,0.0
588800.0,0.0,588800.0,0.0,588800.0,0.0,588800.0,0.09999999659999999,588800.0,0.0,588800.0,0.0,588800.0,0.5199996360000003,588800.0,0.0,588800.0,0.0,588800.0,0.0,588800.0,0.0,588800.0,0.0
589000.0,0.0,589000.0,0.0,589000.0,0.0,589000.0,0.09999999659999999,589000.0,0.0,589000.0,0.0,589000.0,0.5199996360000003,589000.0,0.0,589000.0,0.0,589000.0,0.0,589000.0,0.0,589000.0,0.0
589200.0,0.0,589200.0,0.0,589200.0,0.0,589200.0,0.09999999659999999,589200.0,0.0,589200.0,0.0,589200.0,0.5199996360000003,589200.0,0.0,589200.0,0.0,589200.0,0.0,589200.0,0.0,589200.0,0.0
589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.09999999659999999,589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.0,589400.0,0.0
589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.09999999659999999,589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.0,589600.0,0.0
589800.0,0.0,589800.0,0.0,589800.0,0.0,589800.0,0.09999999659999999,589800.0,0.0,589800.0,0.0,589800.0,0.5199996360000003,589800.0,0.0,589800.0,0.0,589800.0,0.0,589800.0,0.0,589800.0,0.0
590000.0,0.0,590000.0,0.0,590000.0,0.0,590000.0,0.09999999659999999,590000.0,0.0,590000.0,0.0,590000.0,0.5199996360000003,590000.0,0.0,590000.0,0.0,590000.0,0.0,590000.0,0.0,590000.0,0.0
590200.0,0.0,590200.0,0.0,590200.0,0.0,590200.0,0.09999999659999999,590200.0,0.0,590200.0,0.0,590200.0,0.5199996360000003,590200.0,0.0,590200.0,0.0,590200.0,0.0,590200.0,0.0,590200.0,0.0
590400.0,0.0,590400.0,0.0,590400.0,0.0,590400.0,0.09999999659999999,590400.0,0.0,590400.0,0.0,590400.0,0.5199996360000003,590400.0,0.0,590400.0,0.0,590400.0,0.0,590400.0,0.0,590400.0,0.0
590600.0,0.0,590600.0,0.0,590600.0,0.0,590600.0,0.09999999659999999,590600.0,0.0,590600.0,0.0,590600.0,0.5199996360000003,590600.0,0.0,590600.0,0.0,590600.0,0.0,590600.0,0.0,590600.0,0.0
590800.0,0.0,590800.0,0.0,590800.0,0.0,590800.0,0.09999999659999999,590800.0,0.0,590800.0,0.0,590800.0,0.5199996360000003,590800.0,0.0,590800.0,0.0,590800.0,0.0,590800.0,0.0,590800.0,0.0
591000.0,0.0,591000.0,0.0,591000.0,0.0,591000.0,0.09999999659999999,591000.0,0.0,591000.0,0.0,591000.0,0.5199996360000003,591000.0,0.0,591000.0,0.0,591000.0,0.0,591000.0,0.0,591000.0,0.0
591200.0,0.0,591200.0,0.0,591200.0,0.0,591200.0,0.09999999659999999,591200.0,0.0,591200.0,0.0,591200.0,0.5199996360000003,591200.0,0.0,591200.0,0.0,591200.0,0.0,591200.0,0.0,591200.0,0.0
591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.09999999659999999,591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.0,591400.0,0.0
591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.09999999659999999,591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.0,591600.0,0.0
591800.0,0.0,591800.0,0.0,591800.0,0.0,591800.0,0.09999999659999999,591800.0,0.0,591800.0,0.0,591800.0,0.5199996360000003,591800.0,0.0,591800.0,0.0,591800.0,0.0,591800.0,0.0,591800.0,0.0
592000.0,0.0,592000.0,0.0,592000.0,0.0,592000.0,0.09999999659999999,592000.0,0.0,592000.0,0.0,592000.0,0.5199996360000003,592000.0,0.0,592000.0,0.0,592000.0,0.0,592000.0,0.0,592000.0,0.0
592200.0,0.0,592200.0,0.0,592200.0,0.0,592200.0,0.09999999659999999,592200.0,0.0,592200.0,0.0,592200.0,0.5199996360000003,592200.0,0.0,592200.0,0.0,592200.0,0.0,592200.0,0.0,592200.0,0.0
592400.0,0.0,592400.0,0.0,592400.0,0.0,592400.0,0.09999999659999999,592400.0,0.0,592400.0,0.0,592400.0,0.5199996360000003,592400.0,0.0,592400.0,0.0,592400.0,0.0,592400.0,0.0,592400.0,0.0
592600.0,0.0,592600.0,0.0,592600.0,0.0,592600.0,0.09999999659999999,592600.0,0.0,592600.0,0.0,592600.0,0.5199996360000003,592600.0,0.0,592600.0,0.0,592600.0,0.0,592600.0,0.0,592600.0,0.0
592800.0,0.0,592800.0,0.0,592800.0,0.0,592800.0,0.09999999659999999,592800.0,0.0,592800.0,0.0,592800.0,0.5199996360000003,592800.0,0.0,592800.0,0.0,592800.0,0.0,592800.0,0.0,592800.0,0.0
593000.0,0.0,593000.0,0.0,593000.0,0.0,593000.0,0.09999999659999999,593000.0,0.0,593000.0,0.0,593000.0,0.5199996360000003,593000.0,0.0,593000.0,0.0,593000.0,0.0,593000.0,0.0,593000.0,0.0
593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.09999999659999999,593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.0,593200.0,0.0
593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.09999999659999999,593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.0,593400.0,0.0
593600.0,0.0,593600.0,0.0,593600.0,0.0,593600.0,0.09999999659999999,593600.0,0.0,593600.0,0.0,593600.0,0.5199996360000003,593600.0,0.0,593600.0,0.0,593600.0,0.0,593600.0,0.0,593600.0,0.0
593800.0,0.0,593800.0,0.0,593800.0,0.0,593800.0,0.09999999659999999,593800.0,0.0,593800.0,0.0,593800.0,0.5199996360000003,593800.0,0.0,593800.0,0.0,593800.0,0.0,593800.0,0.0,593800.0,0.0
594000.0,0.0,594000.0,0.0,594000.0,0.0,594000.0,0.09999999659999999,594000.0,0.0,594000.0,0.0,594000.0,0.5199996360000003,594000.0,0.0,594000.0,0.0,594000.0,0.0,594000.0,0.0,594000.0,0.0
594200.0,0.0,594200.0,0.0,594200.0,0.0,594200.0,0.09999999659999999,594200.0,0.0,594200.0,0.0,594200.0,0.5199996360000003,594200.0,0.0,594200.0,0.0,594200.0,0.0,594200.0,0.0,594200.0,0.0
594400.0,0.0,594400.0,0.0,594400.0,0.0,594400.0,0.09999999659999999,594400.0,0.0,594400.0,0.0,594400.0,0.5199996360000003,594400.0,0.0,594400.0,0.0,594400.0,0.0,594400.0,0.0,594400.0,0.0
594600.0,0.0,594600.0,0.0,594600.0,0.0,594600.0,0.09999999659999999,594600.0,0.0,594600.0,0.0,594600.0,0.5199996360000003,594600.0,0.0,594600.0,0.0,594600.0,0.0,594600.0,0.0,594600.0,0.0
594800.0,0.0,594800.0,0.0,594800.0,0.0,594800.0,0.09999999659999999,594800.0,0.0,594800.0,0.0,594800.0,0.5199996360000003,594800.0,0.0,594800.0,0.0,594800.0,0.0,594800.0,0.0,594800.0,0.0
595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.09999999659999999,595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.0,595000.0,0.0
595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.09999999659999999,595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.0,595200.0,0.0
595400.0,0.0,595400.0,0.0,595400.0,0.0,595400.0,0.09999999659999999,595400.0,0.0,595400.0,0.0,595400.0,0.5199996360000003,595400.0,0.0,595400.0,0.0,595400.0,0.0,595400.0,0.0,595400.0,0.0
595600.0,0.0,595600.0,0.0,595600.0,0.0,595600.0,0.09999999659999999,595600.0,0.0,595600.0,0.0,595600.0,0.5199996360000003,595600.0,0.0,595600.0,0.0,595600.0,0.0,595600.0,0.0,595600.0,0.0
595800.0,0.0,595800.0,0.0,595800.0,0.0,595800.0,0.09999999659999999,595800.0,0.0,595800.0,0.0,595800.0,0.5199996360000003,595800.0,0.0,595800.0,0.0,595800.0,0.0,595800.0,0.0,595800.0,0.0
596000.0,0.0,596000.0,0.0,596000.0,0.0,596000.0,0.09999999659999999,596000.0,0.0,596000.0,0.0,596000.0,0.5199996360000003,596000.0,0.0,596000.0,0.0,596000.0,0.0,596000.0,0.0,596000.0,0.0
596200.0,0.0,596200.0,0.0,596200.0,0.0,596200.0,0.09999999659999999,596200.0,0.0,596200.0,0.0,596200.0,0.5199996360000003,596200.0,0.0,596200.0,0.0,596200.0,0.0,596200.0,0.0,596200.0,0.0
596400.0,0.0,596400.0,0.0,596400.0,0.0,596400.0,0.09999999659999999,596400.0,0.0,596400.0,0.0,596400.0,0.5199996360000003,596400.0,0.0,596400.0,0.0,596400.0,0.0,596400.0,0.0,596400.0,0.0
596600.0,0.0,596600.0,0.0,596600.0,0.0,596600.0,0.09999999659999999,596600.0,0.0,596600.0,0.0,596600.0,0.5199996360000003,596600.0,0.0,596600.0,0.0,596600.0,0.0,596600.0,0.0,596600.0,0.0
596800.0,0.0,596800.0,0.0,596800.0,0.0,596800.0,0.09999999659999999,596800.0,0.0,596800.0,0.0,596800.0,0.5199996360000003,596800.0,0.0,596800.0,0.0,596800.0,0.0,596800.0,0.0,596800.0,0.0
597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.09999999659999999,597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.0,597000.0,0.0
597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.09999999659999999,597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.0,597200.0,0.0
597400.0,0.0,597400.0,0.0,597400.0,0.0,597400.0,0.09999999659999999,597400.0,0.0,597400.0,0.0,597400.0,0.5199996360000003,597400.0,0.0,597400.0,0.0,597400.0,0.0,597400.0,0.0,597400.0,0.0
597600.0,0.0,597600.0,0.0,597600.0,0.0,597600.0,0.09999999659999999,597600.0,0.0,597600.0,0.0,597600.0,0.5199996360000003,597600.0,0.0,597600.0,0.0,597600.0,0.0,597600.0,0.0,597600.0,0.0
597800.0,0.0,597800.0,0.0,597800.0,0.0,597800.0,0.09999999659999999,597800.0,0.0,597800.0,0.0,597800.0,0.5199996360000003,597800.0,0.0,597800.0,0.0,597800.0,0.0,597800.0,0.0,597800.0,0.0
598000.0,0.0,598000.0,0.0,598000.0,0.0,598000.0,0.09999999659999999,598000.0,0.0,598000.0,0.0,598000.0,0.5199996360000003,598000.0,0.0,598000.0,0.0,598000.0,0.0,598000.0,0.0,598000.0,0.0
598200.0,0.0,598200.0,0.0,598200.0,0.0,598200.0,0.09999999659999999,598200.0,0.0,598200.0,0.0,598200.0,0.5199996360000003,598200.0,0.0,598200.0,0.0,598200.0,0.0,598200.0,0.0,598200.0,0.0
598400.0,0.0,598400.0,0.0,598400.0,0.0,598400.0,0.09999999659999999,598400.0,0.0,598400.0,0.0,598400.0,0.5199996360000003,598400.0,0.0,598400.0,0.0,598400.0,0.0,598400.0,0.0,598400.0,0.0
598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.09999999659999999,598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.0,598600.0,0.0
